filename,raw_rms,keep_voice,wav_copied,png_found,png_copied,html_found,html_copied
PSA-091-003-0004.wav,0.0885132543399431,1,0,1,0,1,0
PSA-091-003-0005.wav,0.0531874583490818,1,0,1,0,1,0
PSA-091-003-0006.wav,0.0530160331430326,1,0,1,0,1,0
PSA-091-003-0007.wav,0.0512094995548196,1,0,1,0,1,0
PSA-091-003-0008.wav,0.0490120121957696,1,0,1,0,1,0
PSA-091-003-0009.wav,0.0813073735279054,1,0,1,0,1,0
PSA-091-003-0010.wav,0.0721407554792135,1,0,1,0,1,0
PSA-091-003-0011.wav,0.0444644445131157,1,0,1,0,1,0
PSA-091-003-0012.wav,0.0461828496244466,1,0,1,0,1,0
PSA-091-003-0013.wav,0.0494625869491633,1,0,1,0,1,0
PSA-091-004-0003.wav,0.0895423788670309,1,0,1,0,1,0
PSA-091-004-0004.wav,0.0621100850248683,1,0,1,0,1,0
PSA-091-004-0005.wav,0.0857231340342427,1,0,1,0,1,0
PSA-091-004-0006.wav,0.0484723406672524,1,0,1,0,1,0
PSA-091-004-0007.wav,0.066517376018786,1,0,1,0,1,0
PSA-091-004-0008.wav,0.0528429972630052,1,0,1,0,1,0
PSA-091-004-0009.wav,0.0495698227774906,1,0,1,0,1,0
PSA-091-004-0010.wav,0.059977187434203,1,0,1,0,1,0
PSA-091-004-0011.wav,0.0498484331801287,1,0,1,0,1,0
PSA-091-004-0012.wav,0.0494753219293612,1,0,1,0,1,0
PSA-091-004-0013.wav,0.0650772181227444,1,0,1,0,1,0
PSA-091-004-0014.wav,0.0586225001209207,1,0,1,0,1,0
PSA-091-005-0003.wav,0.0709643559769254,1,0,1,0,1,0
PSA-091-005-0004.wav,0.0715993060052369,1,0,1,0,1,0
PSA-091-005-0005.wav,0.0721363544631121,1,0,1,0,1,0
PSA-091-005-0006.wav,0.0355560922576196,1,0,1,0,1,0
PSA-091-005-0007.wav,0.0783680870352972,1,0,1,0,1,0
PSA-091-005-0008.wav,0.0806373703516053,1,0,1,0,1,0
PSA-091-005-0009.wav,0.0357483456572183,1,0,1,0,1,0
PSA-091-005-0010.wav,0.0638449933460983,1,0,1,0,1,0
PSA-091-006-0002.wav,0.10102608384852,1,0,1,0,1,0
PSA-091-006-0003.wav,0.0576334996245773,1,0,1,0,1,0
PSA-091-006-0004.wav,0.0881864941796009,1,0,1,0,1,0
PSA-091-006-0005.wav,0.0474017737881419,1,0,1,0,1,0
PSA-091-006-0006.wav,0.065347747164934,1,0,1,0,1,0
PSA-091-006-0007.wav,0.0526221510934462,1,0,1,0,1,0
PSA-091-006-0008.wav,0.0427747450199352,1,0,1,0,1,0
PSA-091-006-0009.wav,0.0544090562266572,1,0,1,0,1,0
PSA-091-007-0002.wav,0.0447381927476737,1,0,1,0,1,0
PSA-091-007-0003.wav,0.106507219193303,1,0,1,0,1,0
PSA-091-007-0004.wav,0.0625823125099805,1,0,1,0,1,0
PSA-091-007-0005.wav,0.0571685994018956,1,0,1,0,1,0
PSA-091-007-0006.wav,0.0442560419178064,1,0,1,0,1,0
PSA-091-008-0002.wav,0.0431959814861458,1,0,1,0,1,0
PSA-091-008-0003.wav,0.0933090873516664,1,0,1,0,1,0
PSA-091-008-0004.wav,0.0600410324251907,1,0,1,0,1,0
PSA-091-008-0005.wav,0.0497774973535555,1,0,1,0,1,0
PSA-091-008-0006.wav,0.0445583996427459,1,0,1,0,1,0
PSA-091-009-0003.wav,0.0745596149724433,1,0,1,0,1,0
PSA-091-009-0004.wav,0.056600512165471,1,0,1,0,1,0
PSA-091-009-0005.wav,0.0700720723018177,1,0,1,0,1,0
PSA-091-009-0006.wav,0.044428661110593,1,0,1,0,1,0
PSA-091-009-0007.wav,0.0412050609481176,1,0,1,0,1,0
PSA-091-010-0002.wav,0.0786320071797868,1,0,1,0,1,0
PSA-091-010-0003.wav,0.0793625352131991,1,0,1,0,1,0
PSA-091-010-0004.wav,0.0869462691851378,1,0,1,0,1,0
PSA-091-010-0005.wav,0.0537508398635204,1,0,1,0,1,0
PSA-091-010-0006.wav,0.061000556899712,1,0,1,0,1,0
PSA-091-010-0007.wav,0.0515155839426035,1,0,1,0,1,0
PSA-091-010-0008.wav,0.0422438470091046,1,0,1,0,1,0
PSA-091-010-0009.wav,0.0565187613978049,1,0,1,0,1,0
PSA-091-010-0010.wav,0.0749300590419674,1,0,1,0,1,0
PSA-091-010-0011.wav,0.042357183744391,1,0,1,0,1,0
PSA-091-010-0012.wav,0.0405434548341141,1,0,1,0,1,0
PSA-091-010-0013.wav,0.0526107552663991,1,0,1,0,1,0
PSA-091-011-0002.wav,0.0650991152446604,1,0,1,0,1,0
PSA-091-011-0003.wav,0.0511284680649204,1,0,1,0,1,0
PSA-091-011-0004.wav,0.0647447222527229,1,0,1,0,1,0
PSA-091-011-0005.wav,0.0398825647614514,1,0,1,0,1,0
PSA-091-011-0006.wav,0.0432622506365005,1,0,1,0,1,0
PSA-091-011-0007.wav,0.0426004608832483,1,0,1,0,1,0
PSA-091-012-0003.wav,0.0666347650986152,1,0,1,0,1,0
PSA-091-012-0004.wav,0.0920349149159436,1,0,1,0,1,0
PSA-091-012-0005.wav,0.0580641688423876,1,0,1,0,1,0
PSA-091-012-0006.wav,0.0879360155698203,1,0,1,0,1,0
PSA-091-012-0007.wav,0.0397837108578082,1,0,1,0,1,0
PSA-091-012-0008.wav,0.0786020911469249,1,0,1,0,1,0
PSA-091-012-0009.wav,0.0481222199059458,1,0,1,0,1,0
PSA-091-012-0010.wav,0.0493557101215648,1,0,1,0,1,0
PSA-091-013-0002.wav,0.0721993907721622,1,0,1,0,1,0
PSA-091-013-0003.wav,0.121170447343434,1,0,1,0,1,0
PSA-091-013-0004.wav,0.0804327973114611,1,0,1,0,1,0
PSA-091-013-0005.wav,0.046902955490527,1,0,1,0,1,0
PSA-091-013-0006.wav,0.071444014888401,1,0,1,0,1,0
PSA-091-013-0007.wav,0.0316033711723444,1,0,1,0,1,0
PSA-091-013-0008.wav,0.0414264336954832,1,0,1,0,1,0
PSA-091-014-0002.wav,0.0933648029501134,1,0,1,0,1,0
PSA-091-014-0003.wav,0.0667716735408528,1,0,1,0,1,0
PSA-091-014-0004.wav,0.0587213209338257,1,0,1,0,1,0
PSA-091-014-0005.wav,0.0437673655828018,1,0,1,0,1,0
PSA-091-014-0006.wav,0.0650586013384262,1,0,1,0,1,0
PSA-091-014-0007.wav,0.0539258731446369,1,0,1,0,1,0
PSA-091-014-0008.wav,0.0431523032240496,1,0,1,0,1,0
PSA-091-014-0009.wav,0.0481369844212666,1,0,1,0,1,0
PSA-091-014-0010.wav,0.0504789005737291,1,0,1,0,1,0
PSA-091-015-0002.wav,0.106791378875136,1,0,1,0,1,0
PSA-091-015-0003.wav,0.079917937616005,1,0,1,0,1,0
PSA-091-015-0004.wav,0.0665881197799134,1,0,1,0,1,0
PSA-091-015-0005.wav,0.058914342329042,1,0,1,0,1,0
PSA-091-015-0006.wav,0.0736389200224181,1,0,1,0,1,0
PSA-091-015-0007.wav,0.0440741162311594,1,0,1,0,1,0
PSA-091-015-0008.wav,0.051904478935233,1,0,1,0,1,0
PSA-091-015-0009.wav,0.0380075023953622,1,0,1,0,1,0
PSA-091-016-0002.wav,0.0639175984283344,1,0,1,0,1,0
PSA-091-016-0003.wav,0.0547071386131255,1,0,1,0,1,0
PSA-091-016-0004.wav,0.064506743380082,1,0,1,0,1,0
PSA-091-016-0005.wav,0.0517413972478411,1,0,1,0,1,0
PSA-091-016-0006.wav,0.0652836995600271,1,0,1,0,1,0
PSA-091-016-0007.wav,0.0630832015810697,1,0,1,0,1,0
PSA-091-016-0008.wav,0.0533839268688829,1,0,1,0,1,0
PSA-091-016-0009.wav,0.0339237054910816,1,0,1,0,1,0
PSA-091-017-0003.wav,0.0632857179578611,1,0,1,0,1,0
PSA-091-017-0004.wav,0.0975865731507623,1,0,1,0,1,0
PSA-091-017-0005.wav,0.0666660259663795,1,0,1,0,1,0
PSA-091-017-0006.wav,0.0616020172973897,1,0,1,0,1,0
PSA-091-017-0007.wav,0.0879470649290016,1,0,1,0,1,0
PSA-091-017-0008.wav,0.0696136465411409,1,0,1,0,1,0
PSA-091-017-0009.wav,0.0516360790929593,1,0,1,0,1,0
PSA-091-017-0010.wav,0.0428499423764655,1,0,1,0,1,0
PSA-091-017-0011.wav,0.0386603668987359,1,0,1,0,1,0
PSA-091-017-0012.wav,0.0422425142950205,1,0,1,0,1,0
PSA-091-017-0013.wav,0.0406905133684904,1,0,1,0,1,0
PSA-091-018-0003.wav,0.0742965014379993,1,0,1,0,1,0
PSA-091-018-0004.wav,0.0548360482520142,1,0,1,0,1,0
PSA-091-018-0005.wav,0.0307987357655912,1,0,1,0,1,0
